text,source,context_text,hate_speech,sexist,threat,bullying,toxic,hate_speech_mask,sexist_mask,threat_mask,bullying_mask,toxic_mask
আমার ডিনার আছে পূর্ণিমার সাথে । আমি আসতে পারবো না । তুমি শাহরুখকে নিয়ে চালিয়ে নিও লাইব,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
মুক্তিযুদ্ধে বাংলাদেশের লাখো মানুষ শরণার্থী হিসেবে ভারতে আশ্রয় নিয়েছিল।সে সময় তারা মুখ ফিরিয়ে নিলে আমরা কোথায় যেতাম। তাই এত মানুষকে এভাবে নিশ্চিত মৃত্যুর মুখে ঠেলে না দিয়ে তাদের স্থান দেওয়া উচিৎ। বাংলাদেশ হাজার সমস্যায় জর্জরিত। নাহয় আরও কিছু সমস্যা হল। তবু মানবতার খাতিরে তাদের স্থান দেওয়া উচিৎ।,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
নাটক টা এক কথায় অসাধারণকিছু বলার নাই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
বলার ভাষা নাই আমার লাইফে এই প্রযন্ত সবচাইতে বেস্ট নাটক মনে হলো,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"তোর কপালে জুতার বারি, হারামি",multi_toxic,,0,-1,0,1,1,1,0,1,1,1
পুলিশ যখন টিয়ারশেল আর লাঠি চার্জ করবো তখন এই মাটকার পোরে ঢাল বানামু তুই মরবি না বাজবি কেউ চুদবোও না,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
বড় ছেলের পর আরিয়ান ভাইয়ের সেরা নাটক,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
মানুষের জীবনটা অভিনয় তবে আপনাদের অভিনয় দেখার জন্য লক্ষ কোটি মানুষ পাগল। বাংলাদেশের বাংলা সিনেমার তারকাদের অভিনয় জনপ্রিয় হয় ওঠেছে। বাংলাদেশের বাংলা সিনেমায় জনপ্রিয় অভিনেতা অভিনেত্রী জম্ম হয়েছে। বর্তমানের বাংলাদেশের বাংলা সিনেমা ভারতীয় সিনেমার চেয়ে কোনো অংশে কম নয়। অবশেষে ভারতের সাথে যৌথ পরিচালনা সিনেমা করাতে ভারতে ও বাংলাদেশের বাংলা সিনেমার জনপ্রিয় হচ্ছে। দুই বাংলা এক সাথে কাজ করা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
নিশো কোন অভিনেতাই না সব নাটক করবে আমার অপূর্ব ভাইয়া৷,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"অপু ছবি কেউ দেখবেন না, আমরা যদি ছবি না দেখি তাহলে ওকে নিয়ে ছবি বানাবে না, ওকে দেখতে তো এখন বুড়ি লাগে, ও শাকিবকে বিয়ে করেছে টাকার লোভে ",multi_toxic,,1,-1,0,0,1,1,0,1,1,1
রি‌জেক‌টেড মাল সৃ‌জিত উ‌চ্ছিষ্ট খে‌তে অভ্যস্ত,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
নতুন কৌশলে ভারতীয় চ্যানেলে চলে যাচ্ছে দেশি বিজ্ঞাপন ভারতীয় চ্যানেল যে ধ্বংস করছে আমাদের সংস্কৃতির অঙ্গন। নিজের ভালো সবাই বোঝে আপনজন। বিদেশে চ্যানালে বিজ্ঞাপন দেওয়ায় দেশি চ্যানেলের টাকার ভাগ কম পরছে।তাই প্রতিবাদ করতে বসে গেছে। কিন্তু যখন বিদেশি চ্যানেল দেশে প্রচার করতে যখন কোটি কোটি টাকা বের হয়ে যাচ্ছিল তখন কোথায় ছিল এই সব বকধার্মিক,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
একটা ভাল রিভিউ লেখার ক্ষমতা নেই যতসব আজাইরা কমেন্ট দিয়ে ভরা❎,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
স্যার তোর পুতেরা আমি আপনাদের মত পিডামু,multi_toxic,,0,-1,1,0,1,1,0,1,1,1
কিছু না বললেই নয় নাটকের পুরোটা চিত্র আমার একবারও মনপ হয়নি যে এটা নাটক পুরাটা নাটক কল্পনাতে নিজেকে জড়িয়ে দেখেছি সবাইকে ধন্যবাদ,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"যিনি শিক্ষার্থীকে পুলিশে ধরিয়ে দিয়েছেন, তার জন্যে মরার পরে জানাযা নয় ",multi_toxic,,0,-1,1,0,1,1,0,1,1,1
বইয়ে পড়েছি... থানার হেড কে ওসি বলে... কিন্তু মাঠে নেমে দেখা যায় দারোগাকে হাত করলেই ওসি হাত,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"আর আরেকটা, একজনের বাচ্চার ৪০ দিন হয়েছে...  ৪০ দিন হলেই নাকি তবে শিশুকে আঁতুড়ঘর থেকে বের করার নিয়ম ...তাই অনুষ্ঠান করছে",multi_toxic,,0,-1,0,0,0,1,0,1,1,1
অসাধারণ নাটক আর আরিয়ানকে ভাইকে অনেক ধন্যবাদ,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ভাই তুই জীবনে কী কী ভুল করেছ আগে তার বিচার কর,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
ওমন অসহায়ের মত নিচের দিকে কার ল্যাওড়ার দিকে তাকায়া আছো আরিপ?,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
"সানি তুমিতো বললে কোন ধর্ম বিরুধী না,তাহলে দেখতে পাচ্ছি কুখ্যাত একটা ইসলাম বিরুধী।",multi_toxic,,1,-1,0,0,1,1,0,1,1,1
শুধু স্কুলের মধ্যে না...অত্র মতিঝিলের মধ্যে আমিই সবচেয়ে লম্বা ছেলে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
নিশো ভাই আপনি বস 🙏🙏আর আরিয়ান ভাই আপনার নাটক সবসময় ই সেরা এবং আরেকটি মাইলফলক,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
আমার দেখা নাটক এর মধ্যে সেরা একটি নাটক এই রকম বাস্তবিক ঘটনা অনেকের ই ঘটে নাটক টি একবার দেখলে আর একবার দেখতে মন চাই না ইমোশনাল হয়ে যাচ্ছি অশেষ ধন্যবাদ মিজানুর রহমান আরিয়ান ভাই কে সুন্দর একটা নাটক উপহার দেওয়ার জন্যে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ভাগ্যবান ভাই এই দেশের পলিসি মেকাররা...পেয়েছেনও ভাই একটা ভালো জাতি,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
পরি মনি একজন সেরা পতিতা বলা যায়,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
নুসরাত শিমুল ফুলের জন্য হৃদয় যারা নষ্ট করেছে তাদের ধৈর্য ধরার না সাথে শাস্তি দিলে তো এই বাংলার মাটিতে বিচার আছে,multi_toxic,,0,-1,1,0,1,1,0,1,1,1
"সানাই এত পাওয়ার কোথায় থেকে পায়, কারণ পুলিশ সানাই  চুদে।",multi_toxic,,0,-1,0,1,1,1,0,1,1,1
ভারতীয়রা তো গাডির ভিতর রেপ করে,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
ফর সাম রিজেন প্রশ্নটা শুনে পাত্র একটুও অবাক হয়নি,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
আরিয়ানের নাটক অনেকদিন পর আসলোআবহ মিউজিকটা প্রেম আমার নাটক এরঅসাধারন আরিয়াননিশোমেহজাবিন সেরা জুটিআরিয়ান সৃজনশীল নির্মাতা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
আমার মনে হয় নাটকটির শেষের দৃশ্য দেখে চোখে জল আসেনি এমন দর্শক কমই আছে ভালোবাসা অবিরাম নিশো ভাই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"এমন বাজে জিনিস হলে গিয়ে দেখে সময় + টাকা দুটোই নষ্ট হইসে। হুমায়ূন আহমেদ কে নিয়ে চমৎকার বিজনেস চালাই দিসেন ফারুকী বাবু। গতপরশু/গতকাল ডুব নিয়ে প্রথম আলোতে ফারুকীর এক সাক্ষাতকার পড়ছিলাম। পড়লে বুঝবেন সে নিজেকে হলিউডের কিছু নামকরা ডিরেক্টর + সত্যজিৎ রায় এমনকি হুমায়ূন আহমেদের সাথেও পরোক্ষভাবে তুলনা করেছেন। তার সাক্ষাতকার পড়ে মনে হল, বাংলাদেশে চলচিত্রের আইনস্টাইন তিনি। খুব উচ্চমার্গীয় মুভি তার। যারা চলচিত্র নিয়ে বুঝে না, তারা ডুব নিয়ে কমেন্ট করবে!!!!- ভাবটাই এমন। আর আমার কেন যেন কিঞ্চিত আশংকা, বাংলাদেশে প্রথম আলো আর ইন্ডিয়ায় অানন্দবাজার। এই দুই পত্রিকাকে বিশেষ দায়িত্ব দেয়া হইসে ডুব এর এডভাটাইজিং এর জন্য। গত তিনদিন ধরে প্রথম আলোর ডুব ডুব করা নিয়ে ভাবতেসি, এদেশ কবে তৌকির আহমেদের অজ্ঞাতনামা'র মতো ছবির কদর করবে?? টাকা দিয়ে প্রচার নাই বলে, অজ্ঞাতনাম কেউ দেখলোই না। আহা!! আমার মাঝে মাঝেই মনে হয়, ফারুকী সাহেব চলচিত্র নির্মাতা না হয়ে, কোনো মাল্টিনেশনাল কোম্পানির হেড অব মারকেটিং হলে ভালো হতো। কিভাবে ব্যবসার ক্রেজ তৈরী করা যায়, তা তিনি ভালো বুঝেন!! আর এধরনের ফালতু স্ক্রিপ্ট নিয়ে মুভি বানায়ে দৌড়াই দৌড়াই প্রচার না করে, স্ক্রিপ্ট তৈরীতে সময় দেন। উচ্চমার্গীয় ভাব এটা মুখে ফেনা তুলে বলতে হয়না, কাজ দেখে বুঝা যায়। সাধারণ জনগণ যদি মুভি টা বুঝার বা কমেন্ট করার যোগ্য না হয়, তবে তা আপনি আপনার উচ্চশিক্ষিত(!) চলচিত্র জগতের মানুষদের নিয়ে ঘরের বড় স্ক্রিনওয়ালা টেলিভিশন সেটের সামনে বসে দেখুন। ( গতকাল আমার ১৪০ টাকা নষ্ট হইসে।  আইজ আমি ১৪০*২= ২৮০ টা জাগায় ফারুকী ভন্ডরে নিয়া এই পোস্ট কপি পেস্ট করুম :@ দুঃখিত আরিপব্বাই)",multi_toxic,,0,-1,0,0,0,1,0,1,1,1
নাটক টা খুব সুন্দর এইটাই আমাদের মুসলিম দেশের জন্য একটি নাটক যেখানে নামাজটাকে তুলে ধরা হয়েছে খুব ভালো লাগছে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
এমনে চলছে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
কোনদিন বসে নাই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
আমার দেখা সেরা নাটক ধন্যবাদ নিশো,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ঔষুধ খাওয়ার দরকার হয়তো আমি নিজেই কমিয়ে দিতে পারি,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ভারত সরকার হিন্দু হলেও মুসলিমদের জন্য একটা ভালো কাজ করেছে গুড বেরি গুড।,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
নাটকা অসাধারণ মেয়েটার ব্যবহারটাও ভালো কিন্তু মেয়েটার ওড়নাটা পড়া ভালো হয় নি হলে আরও ভালো লাগতো,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
" শালা শুয়োর 
আমি তোর বাপ মারে দোষ দেই না ।
দেই সরকাররে ঐ দিন রাতে কেন সরকার তোর বাপরে রাজা বেলুন আর তোর মারে সুখী বড়ি ফ্রীতে দিলো না ।।",multi_toxic,,0,-1,0,1,1,1,0,1,1,1
ভাবতেও পারি নি নাটক টা এমন হবেযাক আমাদের সমাজের চরম বাস্তবতা নিয়ে নাটক টা করাখুব ভালো লাগলো নাটক টা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"আমরা খুবই কুৎসিত আর অসুস্থ প্রকৃতির জাতি,,কমেন্ট গুলা দেখলে বোঝাযায় যে সমাজের বেশিরভাগ মানুষই ভারসম্যহীন।",multi_toxic,,0,-1,0,0,0,1,0,1,1,1
সরকার দলীয় ছাত্ররাজনীতি নিষিদ্ধ করলেই কেবল বিশ্ববিদ্যালয়ে শান্তির পরিবেশ বজায় হবে,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
বার্মার এত মুসলিমকে হত্যা করছে বাংলাদেশের একটা মালাউন একটু দুুংখ প্রকাশ ও করলনা। তাদের জন্য আমাদের দেশের সুশীল রা কাঁদিয়া মরে যাই।,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
নামাজ নিয়ে খুবই গুরুত্বপূর্ণ একটি বিষয় এটাই জীবন সংসার ধন্যবাদ নিশু ভাই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
প্রথম প্রেমটা লুকিয়ে থাকে জীবনের কোথাওকৈশোরের কলেজ পালিয়ে একটু দেখা করাটা কিংবা ভার্সিটির ক্যাফেটেরিয়াতে প্রথম দেখাটাভাল থাকুক প্রথম ভালবাসা স্রষ্টা যা ভাল বুঝে তাই করেছেনকিন্তু সত্যিই ভাগ্যে না থাকলে কিছু করার নাইধন্যবাদ আরিয়ান স্যার চমত্কার কাজটা হয়েছে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
রানু মন্ডল ভিখারি ছিল আবার সেই ভিখারি হয়ে যাবে মানুষের সুখের ভাত সয্য হয় না,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
আপনারা যে যার মত খারাপ মন্তব্য করছেন কেন বুঝলাম না একমাএ নিজের মায়ের পেটের ভাই বোন ছাড়া কিন্তু বিয়ে হয় তাহলে ভালবাসতে অপরাধ কোথায়,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
ভারতীয় রুপির উপর প্রশাব করি আমি চোখের সামনে কোনো ভারতীয় রেনডি পড়লে তাকে বুঝাবো মুসলিম কি।,multi_toxic,,1,-1,1,0,1,1,0,1,1,1
মাশাআল্লাহ নামাজের দৃশ্য দেখে অনেক বেশি ভাল লেগেছে ধন্যবাদ জাজাকাল্লাহ খাইরান 🤲,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
রেস্টুরেন্ট চোদাও রেস্টুরেন্টের মালিক তোকে খেয়ে দিবে,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
সবই ঠিক আছে গল্পও সুন্দর লোকেশনও সুন্দর কিন্তু টাইটেল নামের সাথে গল্পের কোন মিল পেলাম না,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
সুন্দর একটা নাটক ভালবাসা বুজি এমন হয় টাকা জন্য মানুষ কি না পারে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
এবারো সেইম ব্যাকগ্রাউড; একে তো জামাই মানুষ... তারপর আবার ইঞ্জিনিয়ার... কিছু একটা না করলে কেমনে হয়?,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
সত্যিই অনেক ভালো লাগছেহয়তো কারো জীবন এর সাথে মিলেও গেছেধন্যবাদ জানাইপরিচালক ভাই কেআপনার কাছ থেকে ভালো কিছু পাওয়ার অপেক্ষায় থাকলাম,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
অনেকদিন পরে একটা সেইরকম নাটক দেখলাম এটা নাটক ভেরি নাইস,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
পাকিস্তানকে চিনে নিতে ২৪ ঘন্টা সময় চাইছে ভারত,multi_toxic,,0,-1,1,0,1,1,0,1,1,1
ছেলে হতে হয় এমনই মা বাবা ছোট্ট থেকে চাওয়া না পাওয়া জিনিস গুলো দেয় তাদের এই প্রতিদান এর মর্ম দেয়াই ভালবাসা কিন্তু কিছু কিছু কারন এ তা ব্যার্থ হয় অবশেষ কষ্ট,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
জাড়াইল্যা মাগির পোলা,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
তুই খুনি তোমার ফাসি চায় জাতি।,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
সিরিয়া ইয়েমেন ইরাক পাকিস্তান আফগানিস্তানের মুসলিমরা মনে হয় আসল মুসলিম নয় এইসব দেশে তো মায়ানমার ফিলিস্তিন ভারতের থেকে কয়েকগুন বেশি মুসলিম মারা যায় কিন্তু কোনো বিক্ষোভ হয়না মুসলিমদের মধ্যে সবাই চুপ,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
আফরান নিশোমেহজাবিন চৌধুরীকে ধন্যবাদ আমাদেরকে এরকম একটি রোমান্টিক নাটক উপহার দেওরার জন্য,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
খুব খুব ভালো লাগছে ফ্রেন্ডশিপ টা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
মিজানুর রহমান আরিয়ান ভাইয়ের ★ভালো থেকো তুমিও★ নাটক থেকে কপি করা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
অসাধারণ নিশো ভাই নাটকটি মনোযোগ দিয়ে দেখছি সত্যি অসাধারণ হয়েছে লাভ ইউ ভাই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
হাসতে হাসতে বুক বেতা হয়ে গেছে৷ আপনে একজন ক্রেজি লাভার প্রেম করতে করতে ওর ভিত্তে ডুকে গেছেন,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
অপুর্ব বস,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ওর দলের ভিখারী গুলোও আর ওর পাশে থাকবে নারানু মন্ডলকে ভিক্ষা দেওয়ার লোকজনও কেউ থাকবে নাওর ভিখারী বন্ধুদের কাছ থেকে ভিক্ষা করে শেষ জীবন কাটাতে হবে,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
নাটকের কনসেপ্ট আমার খুবই ভালো লাগছে কিন্তু এই গল্পটা কোনোভাবেই ৫৩ মিনিট টাইনা বড় করার মতো গল্প না অপ্রয়োজনীয় সিন বড় করে করে নাটকটা অনেকখানি বোরিং হয়ে গেছে এই গল্পটা নিয়া যদি একটা ১৪১৫ মিনিটের শর্টফিল্ম করা হতো আমি নিশ্চিত সেইটা বান্নাহ ভাইয়ের অনেক ভালো কাজের লিস্টে যোগ হইতোশুভকামনা রইল আবার বান্নাহ ভাইয়ের ভালো কাজের অপেক্ষায় রইলাম,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"তিন তালাকে বিচ্ছেদ নয় , মুছে যাক সংশয় একটি ধর্ম বিরোধী স্লোগান ",multi_toxic,,1,-1,0,0,1,1,0,1,1,1
“এটা আবার কে?”,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
রাস্তার মানুষ রাস্তায় পরে থাকবে এটাই সত্যি,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
নাটক টা দেখে যা মনে হলো এমন মেয়ে এই যুগে পাওয়া অনেক ভাগ্যের ব্যাপারকিন্তু তুমি যদি নিজে ভাল থাক তাহলে এমন মেয়ে তোমার জিবনেও থাকতে পারেএই নাটকে ছেলেটি কিছুটা অগোছালো থাকলেও তিনি ভাল মনের মানুষ ছিলেন তাই হয়তো তাকে এই মেয়েটি আল্লাহু তালা মিলিয়ে দিয়েছেআর অপূর্ব ভাইয়ের অভিনয়টা হেয়ার স্টাইল টা জোশ ছিল,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
আমার মতো কে কে আরফান নিশোর পাগলা ফ্যান আছো এবং নাটকটা ভেরি নাইস,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
নাটকের শেষ টা যে এই ভাবে শেষ হবে ভাবতে পারিনিসত্যি অসাধারণ একটা নাটক,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
তাহসান আর মিথিলা এই দুইজন মিলে ডিভোর্স ব্যাপারটারে একটা এয়েস্থেটিক পর্যায়ে নিয়ে গেছে ।,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
অসাধারণ হয়েছেভীষন ভালো নাটকএরকম ভাইভাবি যাতে কারো নাথাকে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
অসাধারণঅপূর্ব রীতিমতো এক্টিং সুপারস্টারচরিত্রসময়সিচুয়েশন অনুযায়ী এক্সপ্রেশন সুপারবঅপূর্বের অভিনয়ে একটা পূর্ণতা খুঁজে পাইওর অভিনয় সত্তা যেন একটা স্নিগ্ধ শান্ত নদীর মতোবহমান স্রোতকে মাড়িয়ে চলছে নিরবধিবিশেষ ধন্যবাদ প্রাপ্য মিজানুর রহমান আরিয়ানকেআশা করবো আপনি আমাদের আরও ভালো কিছু নির্মাণশৈলী উপহার দিবেনধন্যবাদ টু বিউটি কুইনসমেহজাবিন এন্ড মিথিলা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ধুর শালা মালাউন সালে বাংলাদেশে আসছিলি পাকিস্তানের রেখেজাওয়া টাকা আর আস্র চুরির জন্য মালাউন হইলো চোরের জাত।,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
ওই দিকে কি একটু শক্ত করে চোষ ঘষা হলে ব্যাথা বাড়বে চ্যাটের বালের মোছ পড়ে তোমার চোষা হবে আমি মুতবো এসে নেই কখন মাল খাবো আর কিছুই চাইনা,multi_toxic,,0,-1,0,0,1,1,0,1,1,1
জুলাই ২০১৯ কে কে আছো যতবার দেখি ততবার মনে হয় প্রথম ভালোবাসা আসলেই অমর,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
কিছু অবহেলার পিছনেভালবাসার মানুষকে ভাল রাখার জন্য কারণ থাকে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ভারত অার ইউএস এর সম্পর্ক মজবুত হয়ে গেল,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
নামাযের দাওয়াত দেওয়ার মাধ্যমে সত্যিই নাটাকটা অসাধারণ হইছেঅনেক ধন্যবাদ পরিচালক এবং নিশো ভাইকেএই ধরনের নাটক আরো চাই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
মোটামুটি প্রমের বিয়েকথাটা ভালো লাগলো,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
আলহামদুলিল্লাহ নাটকের অনেক পরির্বতন নিশো আর কাবিলার ভক্তরা কই,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ভোটারদের কষ্ট করার দরকার কী আমরা আছি না?,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
নিশো ভাইকে দাড়িতে খুব ভাল লাগে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
হ্যা ফুটবল গেলো ব্যাডমিন্টন গেলো । এটাই দেখার বাকি ছিলো,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
নাটক গুলা বাংলা ভাষার পাশাপাশি ইংলিশ ভাষায় ডাবিং করলে খুব ভালো করতো,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"দিবাকর পাগল যুক্তি নেই স্লোগানেই মন্ত্র নেই অতএব সে কিছুই জানেনা,",multi_toxic,,1,-1,0,0,1,1,0,1,1,1
"মাদারচুত ফকস্থানী, তোদের এই বাংলার বুকে কোনো স্থান নাই।",multi_toxic,,0,-1,0,1,1,1,0,1,1,1
দাদা রানু মন্ডল কে আবার ভিক্ষা করা দেখতে চাই,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
খানকির পুলা মালায়নদের মেরে সাফা করে ফেল,multi_toxic,,1,-1,1,0,1,1,0,1,1,1
এই তিন বদমাইশকে আগামীতে যারা জুতা দিয়ে পিটানোর আশা করেন শুধু তারাই লাইক মারেন,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
খবিস মাইয়া মাথায় 10 তালা বিল্ডিং নিয়া গুরে.,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
"পেনিস যেটা কালো, দৈর্ঘ্য তার একটু বেশিই হবে ",multi_toxic,,0,-1,0,1,1,1,0,1,1,1
খুলে আর কি হবে জমানো তালা লাগায় চাবিটা পদ্ম সেতুর মধ্যে ফেলাই দেন,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
আপনি আমার খুব পছন্দ এক জন ডিরেক্টর,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
"আমার মতো যারা মনে করেন কালকেও মরে যেতে পারি, তারাই কেবল বাকিটা পড়বেন",multi_toxic,,0,-1,0,0,0,1,0,1,1,1
টিনের চালে ছুঁড়ে মারবো এক টুকরো ইট তোমার জন্য খালি আছে আমার পাশের সীট ।,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
"এমনকি এক বাদাময়ালাকে পেয়ে বলেছি, ‘আপনাকে ২০ টাকা দিবো... বাদাম দেয়া লাগবেনা... শুধু ডাক দেন’",multi_toxic,,0,-1,0,0,0,1,0,1,1,1
লক্ষ করুন সাম্পদায়িক সমস্যা আমাদের দেশেও হয়। কিন্তু আমরা সেটার সমাধান করতে জানি আর ভারতের বেলায় ভিন্নতা প্রকাশ পায় ভারতীয়রা উসকানি দিতে জানে সমাধান নয়,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ওয়ান অফ দ্যা বেস্ট ড্রামা অপূর্ব মিথিলামেহজাবিন জাস্ট লাভ ইউ,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ভারতে ট্রেন দূর্ঘটনায় সবাই শোক প্রকাশ করতে পারেন ।কিন্তুু বার্মায় যে নির্মমভাবে কুত্তার বাচ্ছারা মুসলিম হত্যা করছে তখন তো কেউ নিন্দা ও প্রতিবাদ জানাননি? তাই বলছি,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
আল্লাহ বলে কিছু নেই। যে ধর্মে অন্যকে ছোটো করে সেটা কোনো ধর্ম হতে পারে না।,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
মানুষ হলে এরকমই হতে হবে,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
কিন্তু একটু পরে দেখা যাবে বান্দা উধাও,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
কোথায় কোয়েল মল্লিক রানু মন্ডলকে জুতো ছুঁড়ে মারলেন? ভূলভাল টাইটেল দিয়ে দর্শক টানতে চাইছেন? যত্তসব চিটিংবাজী কথাবার্তা৷,multi_toxic,,1,-1,0,0,1,1,0,1,1,1
নামাজের দাওয়াত দেয়াটা অনেক ভাল লাগছে সুপার হইছে নাটক টা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
সন্তানদের খাবার আনতে গিয়ে ধর্ষণের পর খুন হলেন মা,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
ইতা কিতা কয় ?,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
খানকি মাগী চুদমারানী,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
"শুয়ার, জানোয়ার, কুকুরের চাইতে নিকৃস্ট তোরা,, কুকুরের বিস্টা তুরা সকলে",multi_toxic,,0,-1,0,1,1,1,0,1,1,1
“মনোযোগ দিয়ে শুন... ‘কাট’ ‘মুন্ডু’ এই শব্দ দুইটা মনে রাখতে পারবে না? নেপালের কথা শুনলেই মনে করবে মুন্ডু কাটতে হবে? মনে থাকবে?”,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
মাগি তোকে পেটে দরচে সে ভড় মাগি ৷,multi_toxic,,0,-1,0,1,1,1,0,1,1,1
ভালোবাসার দুটি মানুষ যখন এক সাথে তখন সেটা তো সেরা হবেই২০১৯ এর বেষ্ট নাটক👑👑👑👑💪💪,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
এরকম নাটক আমরা চাই যেখানে কোনো অশালীন চরিত্র নাই অসাধারণ গুনি লেখক এবং অপুর্ব এবং তিশা কে আমার বান্ধবীদের বিয়ে হয়ে গেছে বাচ্চা হয়েছে আমি আর ছোট নাইদুবছরের জন্য চটাং পটাং বন্ধ না করলে সজলের সংগে বিয়ে দেবো,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
বাংলা নাটক গুলো খুব সুন্দর বিশেস করে মিথিলার নাটক,multi_toxic,,0,-1,0,0,0,1,0,1,1,1
