text,source,context_text,hate_speech,sexist,threat,bullying,toxic,hate_speech_mask,sexist_mask,threat_mask,bullying_mask,toxic_mask
এটা দেখে অনেকের চুলকানি শুরু হবে,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,1,0,0,0,0,1
নোংরামি,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,1,0,0,0,0,1
নববর্ষের নামে এইসব নষ্টামি বন্ধ করা হোক,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,1,0,0,0,0,1
ছায়ানটে কি নটিরাই বেশি,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া। নটির ছেলেদের তাই মনে হয়।",-1,-1,-1,-1,1,0,0,0,0,1
নটির ছেলেদের তাই মনে হয়।,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া। ছায়ানটে কি নটিরাই বেশি তুমি নটির ছেলে তো তাই ভালো বোঝ",-1,-1,-1,-1,1,0,0,0,0,1
নটির ছেলেরাই সব জায়গায় নটি দেখতে পায়,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া। ছায়ানটে কি নটিরাই বেশি",-1,-1,-1,-1,1,0,0,0,0,1
ছায়ানট মাঠে নামলে খালি থাপ্পড় খাবে এইবার,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,1,0,0,0,0,1
যে ছাগলের বাচ্চাগুলা এই উৎসব এ বাধা দিতে আসবে তাদের পাছায় দিন রাত শুধু লাথি দেয়া হবে,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,1,0,0,0,0,1
শুভকামনা রইল,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,0,0,0,0,0,1
পুটকি দিয়া বাঁশ দিবে,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া। বিশাল বড় মাপের বা****ল ছিড়বে। তৌহিদি জনতা যে কি করবে!",-1,-1,-1,-1,1,0,0,0,0,1
সবগুলো শয়তানের ছায়া,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া। জিন্দা পীর, আউলিয়াদের চোখে ঠিক তাই!",-1,-1,-1,-1,1,0,0,0,0,1
ছায়া নটিদের মিছিল দেখতে চাই,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,1,0,0,0,0,1
সাম্প্রদায়িক শক্তি যেন বাঙালির উৎসব পন্ড করতে না পারে,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,0,0,0,0,0,1
পহেলা বৈশাখ বাঙালির প্রাণের উৎসব হয়ে উঠুক,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,0,0,0,0,0,1
কি কি গান গাওয়া হবে সেগুলো ঠিক করে দিলো কে বা কারা?,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,0,0,0,0,0,1
এতো বিতর্কের কিছু দেখি না যাদের ইচ্ছা হয় তারা যাবে আর যাদের ইচ্ছা হয় না তারা যাবে না। কিন্তু এক শ্রেনীর মানুষের কথা হচ্ছে তারা কাউকে যেতে দিবে না এরজন্য প্রয়োজনে তারা উলটা পালটা কর্মকাণ্ড করবে।,banglatoco,"ছায়ানটের বর্ষবরণ আয়োজন :চলছে মহড়া, আলোর পথে যাত্রার আহ্বান থাকবে রমনার বটমূলে আঁধার কাটিয়ে আলোর পথে যাত্রার আহ্বান নিয়ে এবারও নতুন বছরের শুরুতে রমনার বটমূলে হবে ছায়ানটের ঐতিহ্যবাহী নববর্ষের অনুষ্ঠান। এবার অনুষ্ঠানের মূলভাব নির্ধারণ করা হয়েছে ‘আমার মুক্তি আলোয় আলোয়’।সাংস্কৃতিক প্রতিষ্ঠান ছায়ানট বাংলা নববর্ষের সকালে এই অনুষ্ঠানের প্রথম আয়োজন করেছিল ১৯৬৭ সালে। বর্ষবরণ অনুষ্ঠান সুচারু করে তুলতে দীর্ঘ প্রস্তুতি থাকে ছায়ানটের। অনুষ্ঠানের মূলভাব নির্ধারণ করা হয় প্রথমে। তারপর সেই ভাবনাকে পরিস্ফুটিত করে তুলতে চলে গান, আবৃত্তির জন্য কবিতা ও পাঠের জন্য লেখা নির্বাচন পর্ব। এরপর শুরু হয় মহড়া। এবারেও তার ব্যত্যয় ঘটেনি। প্রতিপাদ্য নির্ধারণ, গান কবিতার বাছাই সব শেষ, চলছে নিয়মিত মহড়া।",-1,-1,-1,-1,0,0,0,0,0,1
ইনশাআল্লাহ,banglatoco,"বাংলাদেশে ব্যবসা বাড়ানোর কথা জানাল বহুজাতিক তিন প্রতিষ্ঠান তিনটি বহুজাতিক প্রতিষ্ঠান বাংলাদেশে ব্যবসা বাড়ানো ও বিনিয়োগের কথা জানিয়েছে। প্রতিষ্ঠানগুলো হচ্ছে স্পেনের খুচরা বিক্রেতা প্রতিষ্ঠান ইন্ডিটেক্স, সিমেন্ট খাতের কোম্পানি লাফার্জহোলসিম ও চীনের অ্যাপারেল কোম্পানি হান্ডা ইন্ডাস্ট্রিজ।রাজধানী ঢাকায় চার দিনের বিনিয়োগ সম্মেলনের তৃতীয় দিনে আজ বুধবার এক সংবাদ সম্মেলনে এসব তথ্য জানান বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষের (বিডা) নির্বাহী চেয়ারম্যান আশিক চৌধুরী। তিনি বলেন, বাংলাদেশে বিনিয়োগ সম্ভাবনা দেখতে আগামী মাসে ২০০ বিনিয়োগকারীসহ বাংলাদেশ সফরে আসার কথা জানিয়েছেন চীনের বাণিজ্যমন্ত্রী।",-1,-1,-1,-1,0,0,0,0,0,1
"তিনটি বহুজাতিক প্রতিষ্ঠান বাংলাদেশে ব্যবসা বাড়ানো ও বিনিয়োগের কথা জানিয়েছে। প্রতিষ্ঠানগুলো হচ্ছে স্পেনের খুচরা বিক্রেতা প্রতিষ্ঠান ইন্ডিটেক্স, সিমেন্ট খাতের কোম্পানি লাফার্জহোলসিম ও চীনের অ্যাপারেল কোম্পানি হান্ডা ইন্ডাস্ট্রি. সবাই তো আমার দেশে বিক্রি করার মার্কেট ধরতে ব্যস্ত , সেগুলো আমাদের তরুণ সমাজ সরকারি সহায়তা পেলে নিজেরাই পারবে তার চেয়ে আপনারা বরং আমাদের থেকে ইম্পোর্ট বেশি করেন।",banglatoco,"বাংলাদেশে ব্যবসা বাড়ানোর কথা জানাল বহুজাতিক তিন প্রতিষ্ঠান তিনটি বহুজাতিক প্রতিষ্ঠান বাংলাদেশে ব্যবসা বাড়ানো ও বিনিয়োগের কথা জানিয়েছে। প্রতিষ্ঠানগুলো হচ্ছে স্পেনের খুচরা বিক্রেতা প্রতিষ্ঠান ইন্ডিটেক্স, সিমেন্ট খাতের কোম্পানি লাফার্জহোলসিম ও চীনের অ্যাপারেল কোম্পানি হান্ডা ইন্ডাস্ট্রিজ।রাজধানী ঢাকায় চার দিনের বিনিয়োগ সম্মেলনের তৃতীয় দিনে আজ বুধবার এক সংবাদ সম্মেলনে এসব তথ্য জানান বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষের (বিডা) নির্বাহী চেয়ারম্যান আশিক চৌধুরী। তিনি বলেন, বাংলাদেশে বিনিয়োগ সম্ভাবনা দেখতে আগামী মাসে ২০০ বিনিয়োগকারীসহ বাংলাদেশ সফরে আসার কথা জানিয়েছেন চীনের বাণিজ্যমন্ত্রী।",-1,-1,-1,-1,0,0,0,0,0,1
তারা সেই সব দেশেই ব‍্যবসা বাড়ানো বা বিনিয়োগ করবে যে সব দেশে নির্বাচিত গনতান্ত্রিক সরকার ও বিনিয়োগের অনুকূল পরিবেশ ও নিরাপত্তা থাকে!!,banglatoco,"বাংলাদেশে ব্যবসা বাড়ানোর কথা জানাল বহুজাতিক তিন প্রতিষ্ঠান তিনটি বহুজাতিক প্রতিষ্ঠান বাংলাদেশে ব্যবসা বাড়ানো ও বিনিয়োগের কথা জানিয়েছে। প্রতিষ্ঠানগুলো হচ্ছে স্পেনের খুচরা বিক্রেতা প্রতিষ্ঠান ইন্ডিটেক্স, সিমেন্ট খাতের কোম্পানি লাফার্জহোলসিম ও চীনের অ্যাপারেল কোম্পানি হান্ডা ইন্ডাস্ট্রিজ।রাজধানী ঢাকায় চার দিনের বিনিয়োগ সম্মেলনের তৃতীয় দিনে আজ বুধবার এক সংবাদ সম্মেলনে এসব তথ্য জানান বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষের (বিডা) নির্বাহী চেয়ারম্যান আশিক চৌধুরী। তিনি বলেন, বাংলাদেশে বিনিয়োগ সম্ভাবনা দেখতে আগামী মাসে ২০০ বিনিয়োগকারীসহ বাংলাদেশ সফরে আসার কথা জানিয়েছেন চীনের বাণিজ্যমন্ত্রী।",-1,-1,-1,-1,0,0,0,0,0,1
"এক জন অন্তর্বর্তীকালীন সরকার এর অধিনে ব্যবসায়ীরা বিনিয়োগ করবে? যেখানে সরকারের কোন নিশ্চয়তা নেই,সেখানে বিনিয়োগ আসাটা দূলর্ভ, যদি আসে ভালো দেশের লাভ!",banglatoco,"বাংলাদেশে ব্যবসা বাড়ানোর কথা জানাল বহুজাতিক তিন প্রতিষ্ঠান তিনটি বহুজাতিক প্রতিষ্ঠান বাংলাদেশে ব্যবসা বাড়ানো ও বিনিয়োগের কথা জানিয়েছে। প্রতিষ্ঠানগুলো হচ্ছে স্পেনের খুচরা বিক্রেতা প্রতিষ্ঠান ইন্ডিটেক্স, সিমেন্ট খাতের কোম্পানি লাফার্জহোলসিম ও চীনের অ্যাপারেল কোম্পানি হান্ডা ইন্ডাস্ট্রিজ।রাজধানী ঢাকায় চার দিনের বিনিয়োগ সম্মেলনের তৃতীয় দিনে আজ বুধবার এক সংবাদ সম্মেলনে এসব তথ্য জানান বাংলাদেশ বিনিয়োগ উন্নয়ন কর্তৃপক্ষের (বিডা) নির্বাহী চেয়ারম্যান আশিক চৌধুরী। তিনি বলেন, বাংলাদেশে বিনিয়োগ সম্ভাবনা দেখতে আগামী মাসে ২০০ বিনিয়োগকারীসহ বাংলাদেশ সফরে আসার কথা জানিয়েছেন চীনের বাণিজ্যমন্ত্রী।",-1,-1,-1,-1,0,0,0,0,0,1
